2016-07-20 01:46:05 | 69.30.198.178 | /index.php/robots.txt |robots.txt模块不存在
2016-07-20 01:46:11 | 69.30.198.178 | /index.php/robots.txt |robots.txt模块不存在
2016-07-20 01:46:13 | 69.30.198.178 | /index.php/index/login | index-login-1 | 1468950373 | {"ident":"oauthlogin","client_id":"80022002","redirect_uri":"http:\/\/wiki.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:13 | 69.30.198.178 | /index.php/index/login | index-login-2 | 1468950373 | {"ident":"oauthlogin","client_id":"80022002","redirect_uri":"http:\/\/wiki.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:13 | 69.30.198.178 | /index.php/index/login | index-login-3 | 1468950373 | {"ident":"oauthlogin","client_id":"80022002","redirect_uri":"http:\/\/wiki.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:13 | 69.30.198.178 | /index.php/index/login | index-login-4 | 1468950373 | {"ident":"oauthlogin","client_id":"80022002","redirect_uri":"http:\/\/wiki.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:17 | 69.30.198.178 | /index.php/robots.txt |robots.txt模块不存在
2016-07-20 01:46:22 | 69.30.198.178 | /index.php/robots.txt |robots.txt模块不存在
2016-07-20 01:46:26 | 69.30.198.178 | /index.php/index/login | index-login-1 | 1468950386 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:26 | 69.30.198.178 | /index.php/index/login | index-login-2 | 1468950386 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:26 | 69.30.198.178 | /index.php/index/login | index-login-3 | 1468950386 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:26 | 69.30.198.178 | /index.php/index/login | index-login-4 | 1468950386 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:30 | 69.30.198.178 | /index.php/index/login | index-login-1 | 1468950390 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:30 | 69.30.198.178 | /index.php/index/login | index-login-2 | 1468950390 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:30 | 69.30.198.178 | /index.php/index/login | index-login-3 | 1468950390 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 01:46:30 | 69.30.198.178 | /index.php/index/login | index-login-4 | 1468950390 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","apppermissions":"","_module":"index","_action":"login"}
2016-07-20 03:02:32 | 182.118.21.205 | /index.php/oauth/authorize | oauth-authorize-1 | 1468954952 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 03:02:32 | 182.118.21.205 | /index.php/oauth/authorize | oauth-authorize-2 | 1468954952 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 03:02:32 | 182.118.21.205 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1468954952 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 03:02:52 | 182.118.21.205 | /index.php/oauth/authorize | oauth-authorize-8 | 1468954972 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:17 | 66.249.79.150 | /index.php/robots.txt |robots.txt模块不存在
2016-07-20 07:27:19 | 66.249.79.158 | /index.php/oauth/authorize | oauth-authorize-1 | 1468970839 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:19 | 66.249.79.158 | /index.php/oauth/authorize | oauth-authorize-2 | 1468970839 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:19 | 66.249.79.158 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1468970839 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:36 | 66.249.79.158 | /index.php/oauth/authorize | oauth-authorize-8 | 1468970856 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:37 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-1 | 1468970857 | {"error":"103","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:37 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-2 | 1468970857 | {"error":"103","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:37 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1468970857 | {"error":"103","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:37 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-8 | 1468970857 | {"error":"103","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-1 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-2 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-8 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-4 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-5 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-10 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-11 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 07:27:45 | 66.249.79.150 | /index.php/oauth/authorize | oauth-authorize-11 | 1468970865 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-07-20 10:10:28 | 40.77.167.1 | /index.php/robots.txt |robots.txt模块不存在
2016-07-20 10:10:30 | 40.77.167.1 | /index.php/robots.txt |robots.txt模块不存在
2016-07-20 10:37:49 | 121.228.123.41 | /index.php/oauth/authorize | oauth-authorize-1 | 1468982269 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:37:49 | 121.228.123.41 | /index.php/oauth/authorize | oauth-authorize-2 | 1468982269 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:37:49 | 121.228.123.41 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1468982269 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:37:49 | 121.228.123.41 | /index.php/oauth/authorize | oauth-authorize-8 | 1468982269 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:37:49 | 121.228.123.41 | /index.php/oauth/authorize | oauth-authorize-4 | 1468982269 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:37:49 | 121.228.123.41 | /index.php/oauth/authorize | oauth-authorize-5 | 1468982269 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:37:50 | 121.228.123.41 | /index.php/iframe/login | index-login-1 | 1468982270 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:37:50 | 121.228.123.41 | /index.php/iframe/login | index-login-2 | 1468982270 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:37:50 | 121.228.123.41 | /index.php/iframe/login | index-login-3 | 1468982270 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:37:50 | 121.228.123.41 | /index.php/iframe/login | index-login-4 | 1468982270 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:37:53 | 121.228.123.41 | /index.php/iframe/login | index-login-1 | 1468982273 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/oauth/authorize | oauth-authorize-1 | 1468982280 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/oauth/authorize | oauth-authorize-2 | 1468982280 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1468982280 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/oauth/authorize | oauth-authorize-8 | 1468982280 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/oauth/authorize | oauth-authorize-4 | 1468982280 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/oauth/authorize | oauth-authorize-5 | 1468982280 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/iframe/login | index-login-1 | 1468982280 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/iframe/login | index-login-2 | 1468982280 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/iframe/login | index-login-3 | 1468982280 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:38:00 | 112.64.235.254 | /index.php/iframe/login | index-login-4 | 1468982280 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/oauth/authorize | oauth-authorize-1 | 1468982285 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/oauth/authorize | oauth-authorize-2 | 1468982285 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1468982285 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/oauth/authorize | oauth-authorize-8 | 1468982285 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/oauth/authorize | oauth-authorize-4 | 1468982285 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/oauth/authorize | oauth-authorize-5 | 1468982285 | {"client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/iframe/login | index-login-1 | 1468982285 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-07-20 10:38:05 | 180.153.214.176 | /index.php/iframe/login | index-login-2 | 1468982285 | {"ident":"oauthlogin","client_id":"app64","redirect_uri":"http:\/\/team.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/team.yannyo.com\/login\/forget","src_register":"http:\/\/team.yannyo.com\/login\/register","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
