2016-01-04 00:51:21 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-1 | 1451839881 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 00:51:21 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-2 | 1451839881 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 00:51:21 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1451839881 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 00:51:21 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8 | 1451839881 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 01:40:25 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-1 | 1451842825 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 01:40:25 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-2 | 1451842825 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 01:40:25 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1451842825 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 01:40:25 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8 | 1451842825 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 02:33:11 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-1 | 1451845991 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 02:33:11 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-2 | 1451845991 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 02:33:11 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1451845991 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 02:33:14 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8 | 1451845994 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 03:23:01 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-1 | 1451848981 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 03:23:01 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-2 | 1451848981 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
2016-01-04 03:23:01 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1451848981 | {"client_id":"app13","redirect_uri":"http:\/\/open.dbowner.com\/index\/callback.html","response_type":"code","scope":"code","display":"mobile","_module":"oauth","_action":"authorize"}
