2015-07-04 00:09:25 | 192.168.0.1 | /index.php/robots.txt |robots.txt模块不存在
2015-07-04 00:09:25 | 192.168.0.1 | /index.php/robots.txt |robots.txt模块不存在
2015-07-04 01:31:50 | 192.168.0.1 | /index.php/index/login | index-login-1 | 1435944710 | {"_module":"index","_action":"login"}
2015-07-04 01:31:50 | 192.168.0.1 | /index.php/index/login | index-login-2 | 1435944710 | {"_module":"index","_action":"login"}
2015-07-04 01:31:50 | 192.168.0.1 | /index.php/index/login | index-login-3 | 1435944710 | {"_module":"index","_action":"login"}
2015-07-04 01:31:50 | 192.168.0.1 | /index.php/index/login | index-login-4 | 1435944710 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-1 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-2 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-3 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-4 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-1 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-2 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-3 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:51 | 192.168.0.1 | /index.php/index/login | index-login-4 | 1435944711 | {"_module":"index","_action":"login"}
2015-07-04 01:31:53 | 192.168.0.1 | /index.php/index/login | index-login-1 | 1435944713 | {"_module":"index","_action":"login"}
2015-07-04 01:31:53 | 192.168.0.1 | /index.php/index/login | index-login-2 | 1435944713 | {"_module":"index","_action":"login"}
2015-07-04 01:31:53 | 192.168.0.1 | /index.php/index/login | index-login-3 | 1435944713 | {"_module":"index","_action":"login"}
2015-07-04 01:31:53 | 192.168.0.1 | /index.php/index/login | index-login-4 | 1435944713 | {"_module":"index","_action":"login"}
2015-07-04 01:39:26 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-1 | 1435945166 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2015-07-04 01:39:26 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-2 | 1435945166 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2015-07-04 01:39:26 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1435945166 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2015-07-04 01:39:26 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-8 | 1435945166 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2015-07-04 01:39:26 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-4 | 1435945166 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2015-07-04 01:39:26 | 192.168.0.1 | /index.php/oauth/authorize | oauth-authorize-5 | 1435945166 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2015-07-04 01:39:28 | 192.168.0.1 | /index.php/index/login | index-login-1 | 1435945168 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2015-07-04 01:39:28 | 192.168.0.1 | /index.php/index/login | index-login-2 | 1435945168 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2015-07-04 01:39:28 | 192.168.0.1 | /index.php/index/login | index-login-3 | 1435945168 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
